judgment_id,query_id,query,type,image_id,image_path,source_systems,best_rank,ranks_by_system,max_score,matched_keywords,detected_objects,brightness,contrast,saturation,warmth,relevance,confidence,comment
q024__NFQ8t6Ye-0E,Q024,train in station,object_text,NFQ8t6Ye-0E,data\unsplash-lite\images\NFQ8t6Ye-0E.jpg,qdrant_object_rerank|qdrant_filtered|faiss_baseline|faiss_style_rerank|qdrant_semantic,2,faiss_baseline:7|faiss_style_rerank:7|qdrant_filtered:3|qdrant_object_rerank:2|qdrant_semantic:7,0.572962,abies;alloy wheel;aurora;conifer;engine;fir;forrest;locomotive;machine;motor;mountains;nature;night;outdoors;pine;plant;rail;railway;scenery;silhouette;snow;spoke;spruce;steam;steam engine;train;train track;transportation;tree;vehicle;wheel,train,0.738673,0.323364,0.089832,0.488330,1,low,
q024__Fzz0YyU1vBw,Q024,train in station,object_text,Fzz0YyU1vBw,data\unsplash-lite\images\Fzz0YyU1vBw.jpg,qdrant_object_rerank|qdrant_filtered|faiss_baseline|faiss_style_rerank|qdrant_semantic,3,faiss_baseline:9|faiss_style_rerank:9|qdrant_filtered:4|qdrant_object_rerank:3|qdrant_semantic:9,0.569938,abstract;building;cable car;city;dark;dusk;glow;illuminated;metropolis;minneapolis;moody;motion;outdoor;path;rail;railway;scene;skyscraper;street;streetcar;subway;terminal;tower;town;traffic;train;train station;train track;tram;transportation;trolley;twilight;urban;vehicle;view,train,0.350963,0.292167,0.294757,0.467285,2,high,
q024__r-PmMq3jlgM,Q024,train in station,object_text,r-PmMq3jlgM,data\unsplash-lite\images\r-PmMq3jlgM.jpg,faiss_baseline|faiss_style_rerank|qdrant_semantic,3,faiss_baseline:3|faiss_style_rerank:3|qdrant_semantic:3,0.281928,airport;airport terminal;architecture;arena;automobile;banister;building;car;chair;convention center;corridor;crypt;exercise;fitness;floor;flooring;furniture;hall;handrail;indoors;light;lighting;minecraft;office building;path;pattern;sport;sports;subway;terminal;tile;train;train station;transportation;tunnel;vehicle;walkway;working out,,0.361105,0.130303,0.214236,0.503939,1,high,
q024__V59AnCzoSSQ,Q024,train in station,object_text,V59AnCzoSSQ,data\unsplash-lite\images\V59AnCzoSSQ.jpg,qdrant_object_rerank|qdrant_filtered,4,qdrant_filtered:5|qdrant_object_rerank:4,0.568353,aerial view;ankle;apparel;art;azure sky;ballroom;car wheel;clothing;corridor;display;electronics;flare;floor;flooring;fractal;graphics;headlight;horizon;indoors;landscape;laser;lcd screen;led;light;lighting;lightrails;lila;machine;monitor;mood;nature;neon;night;ornament;outdoors;pattern;purple;room;scenery;screen;silhouette;sky;sphere;spotlight;standing;tire;train;transportation;urban;vehicle;weather;wheel,train,0.286830,0.181384,0.504021,0.462846,0,high,no train
q024__llTRGfOJpw,Q024,train in station,object_text,_llTRGfOJpw,data\unsplash-lite\images\_llTRGfOJpw.jpg,qdrant_object_rerank|qdrant_filtered,5,qdrant_filtered:6|qdrant_object_rerank:5,0.568087,architecture;automobile;banister;bridge;building;car;city;column;dirt road;freeway;gravel;handrail;highway;human;metropolis;overpass;person;pillar;rail;railway;road;town;train;train track;transportation;urban;vehicle;winter,train,0.433255,0.210589,0.331820,0.442261,0,high,no train
q024__tDwc_wK57Pk,Q024,train in station,object_text,tDwc_wK57Pk,data\unsplash-lite\images\tDwc_wK57Pk.jpg,faiss_baseline|faiss_style_rerank|qdrant_semantic,5,faiss_baseline:5|faiss_style_rerank:5|qdrant_semantic:5,0.279705,asphalt;building;city;cloud;curved track;dark;dirt road;downtown;fixed link;flora;fog;foggy;forest;freeway;gravel;haze;highway;house;land;lane;line;mist;misty;moody;morning;nature;outdoor;outdoors;plant;platform;railroad;road;road surface;snow;station;town;track;train;train station;train track;trainstation;tree;urban;vegetation;winter,,0.381712,0.195396,0.142195,0.461055,0,high,no train
q024__7BRMAIPDjOQ,Q024,train in station,object_text,7BRMAIPDjOQ,data\unsplash-lite\images\7BRMAIPDjOQ.jpg,faiss_baseline|faiss_style_rerank|qdrant_semantic,6,faiss_baseline:6|faiss_style_rerank:6|qdrant_semantic:6,0.273292,aircraft;airplane;animal;arcade game machine;banister;basement;biplane;canine;corridor;dog;handrail;hound;indoors;insect;invertebrate;kart;king snake;lab;lighting;machine;mammal;pet;rail;railway;reptile;room;snake;staircase;subway;terminal;train;train station;train track;transportation;vehicle,,0.308340,0.207858,0.300840,0.516231,0,high,no train
q024__irVG9vKEss,Q024,train in station,object_text,_irVG9vKEss,data\unsplash-lite\images\_irVG9vKEss.jpg,qdrant_object_rerank|qdrant_filtered,6,qdrant_filtered:7|qdrant_object_rerank:6,0.566969,abstract;architecture;b&w;background;banister;black and white;building;chair;corridor;countryside;floor;flooring;freeway;furniture;handrail;handrailing;lines;lookingdown;nature;office building;outdoors;patterns;perspective;plywood;prison;railing;road;rural;shelf;shelter;skylight;staircase;stairs;train;transportation;triangle;vehicle;window;wiring;wood,train,0.407015,0.280367,0.000000,0.500000,0,high,no train
q024__jcm-YETcAxI,Q024,train in station,object_text,jcm-YETcAxI,data\unsplash-lite\images\jcm-YETcAxI.jpg,qdrant_object_rerank,7,qdrant_object_rerank:7,0.559898,banister;building;city;corner;corridor;floor;flooring;fractal;handrail;indoors;light;lighting;neon;ornament;path;pattern;pedestrian;standing;subway;terminal;town;train;train station;transportation;tunnel;urban;vehicle;walkway,train,0.166905,0.176781,0.844247,0.308129,0,high,no train
q024__C_qwHIx6uBw,Q024,train in station,object_text,C_qwHIx6uBw,data\unsplash-lite\images\C_qwHIx6uBw.jpg,qdrant_filtered,8,qdrant_filtered:8,0.249242,architecture;background;banister;building;canada;city;convention center;corridor;crystal;downtown;escalator;female;futuristic;girl;handrail;lighting;metropolis;model;ontario;pattern;railing;shop;shopping mall;staircase;street photography;terminal;toronto;town;urban;wallpaper;window;woman,train,0.278004,0.294161,0.380234,0.465863,0,high,no train
q024__JVNr8XQLiJ8,Q024,train in station,object_text,JVNr8XQLiJ8,data\unsplash-lite\images\JVNr8XQLiJ8.jpg,qdrant_object_rerank,8,qdrant_object_rerank:8,0.556424,abandoned;adventure;aircraft;bowl;caravan;caucasian;desert road;deserted;dirt;dirt road;dusk;engine;filed;flora;grass;gravel;helicopter;helicopter tail;hill;hot air balloon;landed;landscape;leisure activities;machine;man;motor;nature;outdoors;parachute;path;plant;portrait;road;rural area;scenery;sunset;track;trail;train;transport;transportation;twilight;van;vegetation;vehicle,person;train,0.500725,0.260933,0.362946,0.580712,0,high,no train
q024__L79Jcm80Y3U,Q024,train in station,object_text,L79Jcm80Y3U,data\unsplash-lite\images\L79Jcm80Y3U.jpg,faiss_baseline|faiss_style_rerank|qdrant_semantic,8,faiss_baseline:8|faiss_style_rerank:8|qdrant_semantic:8,0.267615,aerial view;aircraft;airfield;airplane;airport;alcohol;animal;asphalt;beverage;bird;blossom;car wheel;chair;cocktail;crowd;dance pose;display;drink;electronics;field;fire;firefly;fish;flock;flower;flying;fractal;freeway;furniture;highway;ice;insect;intersection;invertebrate;land;landscape;laser;leisure activities;light;liquor;machine;monitor;nature;night;ornament;outdoors;path;pattern;plant;road;runway;scenery;screen;tarmac;tire;transportation;tree;vehicle;wheel,,0.078190,0.089757,0.855906,0.488092,0,high,no train
q024__laruWlppq2U,Q024,train in station,object_text,laruWlppq2U,data\unsplash-lite\images\laruWlppq2U.jpg,qdrant_object_rerank,9,qdrant_object_rerank:9,0.555028,apparel;background;building;city;clothing;flare;freeway;headlight;laser;light;lighting;metropolis;neon;road;sleeve;town;train;transportation;urban;vehicle,train,0.111960,0.138438,0.803998,0.588640,0,high,no train
q024__vHUMae-4w-I,Q024,train in station,object_text,vHUMae-4w-I,data\unsplash-lite\images\vHUMae-4w-I.jpg,qdrant_filtered,9,qdrant_filtered:9,0.248194,architecture;asphalt;automobile;building;bus;bus stop;canon;canon6d;car;car wash;city;cityscape;cold;depth;double decker bus;downtown;fire truck;fireman;flare;headlight;human;light;lighting;metropolis;metropolitan;night;nightlife;pedestrian;people;person;road;sigma;sigma35mm;sky;snow;snowstorm;stage;street;tarmac;tour bus;tower;town;transportation;truck;urban;vehicle;winter,car;train,0.244096,0.198135,0.326361,0.457500,0,high,no train
q024__5zpqUvVEqDE,Q024,train in station,object_text,5zpqUvVEqDE,data\unsplash-lite\images\5zpqUvVEqDE.jpg,faiss_baseline|faiss_style_rerank|qdrant_semantic,10,faiss_baseline:10|faiss_style_rerank:10|qdrant_semantic:10,0.264134,aerial view;aircraft;airliner;airplane;amusement park;architecture;bridge;building;bungee;city;coaster;conifer;drone shot;face;forest;grass;green;grove;high rise;jungle;land;landscape;lawn;minecraft;nature;outdoors;park;path;photo;photography;plant;portrait;river;road;roller coaster;rope;scenery;spire;steeple;tower;town;transportation;tree;urban;vegetation;vehicle;walkway;water;waterfall;woodland,,0.094385,0.064877,0.446195,0.478724,0,high,no train
q024__U5g4-PQeeKM,Q024,train in station,object_text,U5g4-PQeeKM,data\unsplash-lite\images\U5g4-PQeeKM.jpg,qdrant_filtered,10,qdrant_filtered:10,0.244899,architecture;atmospheric phenomenon;b&w;black;black and white;bridge;building;civilization;coast;coastal brdige;coastal bridge;dock;fog;mist;nature;ocean;outdoors;pier;road;rock;sea;sea side;shore;structure;suspension bridge;water;white,boat;train,0.655833,0.320763,0.000000,0.500000,0,high,no train
q025__grCM24bO6qc,Q025,warm portrait with person outdoors,mixed_text,grCM24bO6qc,data\unsplash-lite\images\grCM24bO6qc.jpg,qdrant_filtered|faiss_baseline|qdrant_object_rerank|qdrant_semantic|faiss_style_rerank,1,faiss_baseline:2|faiss_style_rerank:8|qdrant_filtered:1|qdrant_object_rerank:2|qdrant_semantic:2,0.581833,animal;apparel;back;canine;clothing;cocker spaniel;dog;golden retriever;hat;human;mammal;people;person;pet;portrait;shorts;sitting;spaniel;sun hat,dog;person,0.397386,0.255898,0.418010,0.558300,2,high,
q025__keNdmwAyzl4,Q025,warm portrait with person outdoors,mixed_text,keNdmwAyzl4,data\unsplash-lite\images\keNdmwAyzl4.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,1,faiss_baseline:1|qdrant_object_rerank:1|qdrant_semantic:1,0.582294,accessories;accessory;affenpinscher;animal;apparel;bird;blossom;canine;clothing;coat;cocker spaniel;dog;face;feather boa;female;finger;flower;flying;geranium;girl;glasses;grass;hair;hug;human;jacket;mammal;outdoors;person;pet;photo;photography;plant;poodle;portrait;puppy;scarf;skin;spaniel;sphere;sunglasses;sweater;sweatshirt;terrier;woman,dog;person,0.176009,0.139009,0.536868,0.486195,2,high,
q025__zEAIgUBbDK0,Q025,warm portrait with person outdoors,mixed_text,zEAIgUBbDK0,data\unsplash-lite\images\zEAIgUBbDK0.jpg,faiss_style_rerank|qdrant_filtered,1,faiss_style_rerank:1|qdrant_filtered:5,0.444901,animal;apiaceae;apparel;art;bird;blossom;blue jay;clothing;coat;costume;dress;face;female;finger;flower;girl;hand;human;ivy;jay;lady;laughing;leaf;maple;maple leaf;nature;oak;outdoors;overcoat;person;photo;photography;plant;pollen;portrait;suit;sycamore;tree;tree trunk;woman,person,0.439719,0.179996,0.803011,0.737813,2,high,
q025__EMYWkp-RJiY,Q025,warm portrait with person outdoors,mixed_text,EMYWkp-RJiY,data\unsplash-lite\images\EMYWkp-RJiY.jpg,faiss_style_rerank|qdrant_filtered|faiss_baseline|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:5|faiss_style_rerank:2|qdrant_filtered:2|qdrant_object_rerank:5|qdrant_semantic:5,0.579339,beauty;blossom;daisies;daisy;flower;flower arrangement;flower bouquet;geranium;girl;human;human hair color;indoors;interior design;nature;person;plant;red;ruiva;smelling;smile;spring;sunflower;sunflower field;sunlight;treasure flower;yellow,person,0.417826,0.173612,0.521358,0.643991,2,high,
q025__gHQCyo5hMKg,Q025,warm portrait with person outdoors,mixed_text,gHQCyo5hMKg,data\unsplash-lite\images\gHQCyo5hMKg.jpg,faiss_style_rerank|qdrant_filtered|faiss_baseline|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:9|faiss_style_rerank:3|qdrant_filtered:3|qdrant_object_rerank:9|qdrant_semantic:9,0.577953,apparel;bonfire;burger;child;clothing;dating;eating;face;female;finger;fire;flame;flare;food;girl;hair;hippie;human;kid;light;nature;night life;outdoors;people;person;photo;photography;portrait;shorts;sleeve;smile;teen;vigil;woman,person,0.378290,0.217158,0.393295,0.601729,2,high,
q025__glyT7R-FLD0,Q025,warm portrait with person outdoors,mixed_text,glyT7R-FLD0,data\unsplash-lite\images\glyT7R-FLD0.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:3|qdrant_object_rerank:3|qdrant_semantic:3,0.580703,angora;animal;bowl;bridge;building;canine;cat;dog;eskimo dog;face;female;human;leash;mammal;newfoundland;path;person;pet;photo;photography;plant;portrait;railing;sunlight;trail;vegetation;walkway;white dog;wildlife;woman,person;sheep,0.142980,0.152338,0.329098,0.486363,1,medium,
q025__BFM0RBaKO5M,Q025,warm portrait with person outdoors,mixed_text,BFM0RBaKO5M,data\unsplash-lite\images\BFM0RBaKO5M.jpg,qdrant_filtered|faiss_style_rerank,4,faiss_style_rerank:9|qdrant_filtered:4,0.408450,accipiter;animal;apparel;art;bird;buzzard;clothing;countryside;grass;grouse;hawk;hay;human;lawn;nature;outdoors;person;plant;reed;straw,person,0.220949,0.103686,0.551893,0.582554,2,high,
q025__IyrlH1n6oFY,Q025,warm portrait with person outdoors,mixed_text,IyrlH1n6oFY,data\unsplash-lite\images\IyrlH1n6oFY.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,4,faiss_baseline:4|qdrant_object_rerank:4|qdrant_semantic:4,0.579396,apparel;architecture;back;blanket;building;cape;city;cloak;clothing;coat;fashion;female;fur;fur coat;girl;human;jacket;japan;long sleeve;model;outdoors;overcoat;pagoda;pants;path;person;plant;portrait;pose;shrine;sleeve;style;sunrise;sunset;sweater;temple;trees;urban;walkway;woman;worship,person,0.441759,0.295635,0.175019,0.508104,2,high,
q025__wZybkWjETWo,Q025,warm portrait with person outdoors,mixed_text,wZybkWjETWo,data\unsplash-lite\images\wZybkWjETWo.jpg,faiss_style_rerank,4,faiss_style_rerank:4,0.412304,ballon;balloon;child;face;facial expression;fair;fairy;female;finger;flora;girl;grass;green;holding;human;kid;leisure activities;people;person;photograph;photography;plant;portrait;woman;young,person,0.600655,0.171044,0.408749,0.633191,2,high,
q025__HAZQOdgr7ls,Q025,warm portrait with person outdoors,mixed_text,HAZQOdgr7ls,data\unsplash-lite\images\HAZQOdgr7ls.jpg,faiss_style_rerank|qdrant_filtered,5,faiss_style_rerank:5|qdrant_filtered:10,0.411543,apparel;blossom;bonnet;clothing;daisies;daisy;female;flower;flower arrangement;flower bouquet;hat;human;person;plant;sun hat;sunflower,person,0.428896,0.240826,0.518903,0.613465,2,high,
q025__PmCnSPxV41Q,Q025,warm portrait with person outdoors,mixed_text,PmCnSPxV41Q,data\unsplash-lite\images\PmCnSPxV41Q.jpg,qdrant_filtered|faiss_style_rerank,6,faiss_style_rerank:10|qdrant_filtered:6,0.407465,abies;animal;baby;bench;birch;canine;child;dog;female;fir;food;forest;furniture;girl;grass;ground;grove;human;kid;land;lawn;leaf;mammal;maple;meal;nature;oak;outdoors;park;path;person;pet;photo;photography;plant;play;pointer;puppy;sitting;terrier;tree;tree trunk;vegetation;walking;woodland,dog;person,0.292642,0.157874,0.611725,0.589122,2,high,
q025__cg9CblfDP4g,Q025,warm portrait with person outdoors,mixed_text,cg9CblfDP4g,data\unsplash-lite\images\cg9CblfDP4g.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,6,faiss_baseline:6|qdrant_object_rerank:6|qdrant_semantic:6,0.579001,abies;adventure;apparel;cardigan;clothing;coat;denim;face;female;fir;flare;forest;girl;grove;hood;human;jeans;land;leisure activities;light;long sleeve;nature;outdoors;overcoat;pants;person;plant;redwood;scarf;sleeve;sweater;sweatshirt;tire;tree;tree trunk;vegetation;woodland,person,0.623048,0.256266,0.171629,0.539539,2,high,
q025__piy0UM3yBXA,Q025,warm portrait with person outdoors,mixed_text,piy0UM3yBXA,data\unsplash-lite\images\piy0UM3yBXA.jpg,faiss_style_rerank|qdrant_filtered,6,faiss_style_rerank:6|qdrant_filtered:7,0.411405,apparel;beanie;beard;blizzard;cap;clothing;face;hat;hood;human;light;nature;outdoors;person;snow;storm;weather;winter,person,0.466494,0.265078,0.338606,0.607173,2,high,
q025__JIMpO5hHezA,Q025,warm portrait with person outdoors,mixed_text,JIMpO5hHezA,data\unsplash-lite\images\JIMpO5hHezA.jpg,faiss_style_rerank|qdrant_filtered,7,faiss_style_rerank:7|qdrant_filtered:9,0.411344,apparel;blossom;clothing;flower;hat;human;person;plant;sun hat;sunflower,person,0.455781,0.207039,0.447962,0.612249,2,high,
q025__y2FNl3gFzAU,Q025,warm portrait with person outdoors,mixed_text,y2FNl3gFzAU,data\unsplash-lite\images\y2FNl3gFzAU.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,7,faiss_baseline:7|qdrant_object_rerank:7|qdrant_semantic:7,0.578682,aircraft;apparel;brick;building;camping;clothing;countryside;crater;desert;dirt road;dune;field;grassland;gravel;ground;harvest;hat;hay;hiking;hot air balloon;human;hunting;land;landscape;leisure activities;mesa;mountain;mountain tent;nature;outdoors;person;photo;photography;plant;plateau;road;rock;rural;sand;scenery;shelter;sitting;soil;straw;sun hat;tent;transportation;vacation;vehicle;volcano;wilderness,person,0.469351,0.311993,0.314278,0.492793,2,medium,
q025__RNM1ULC0LLU,Q025,warm portrait with person outdoors,mixed_text,RNM1ULC0LLU,data\unsplash-lite\images\RNM1ULC0LLU.jpg,qdrant_filtered,8,qdrant_filtered:8,0.278274,apparel;banister;blossom;cherry blossom;clothing;face;finger;flare;flower;flower arrangement;hair;hand;handrail;human;light;lip;mouth;nail;peony;person;petal;photo;photography;plant;sweater;wrist,person,0.543059,0.260213,0.238425,0.560340,2,high,
q025__VxA3wqsHQ00,Q025,warm portrait with person outdoors,mixed_text,VxA3wqsHQ00,data\unsplash-lite\images\VxA3wqsHQ00.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,8,faiss_baseline:8|qdrant_object_rerank:8|qdrant_semantic:8,0.578322,apparel;black hair;bonfire;camp;clothing;coat;dating;edgy;elope;elopement;emotion;fire;flame;footwear;fun;girl;human;jacket;leather;love;man;pants;person;photograph;photography;tree;wood,person,0.226433,0.189487,0.377199,0.534353,2,high,
q025__zAQhS59RRnQ,Q025,warm portrait with person outdoors,mixed_text,zAQhS59RRnQ,data\unsplash-lite\images\zAQhS59RRnQ.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,10,faiss_baseline:10|qdrant_object_rerank:10|qdrant_semantic:10,0.577940,accessories;accessory;apparel;blizzard;clothing;club;coat;confetti;diamond;droplet;female;fountain;gemstone;glitter;human;ice;jacket;jewelry;light;lighting;lingerie;nature;night club;night life;outdoors;pants;paper;person;snow;snowflake;storm;underwear;water;weather;winter,person,0.360524,0.248694,0.329804,0.452110,2,high,
q026__nadEf7Yjb_Q,Q026,dark forest with animal,mixed_text,nadEf7Yjb_Q,data\unsplash-lite\images\nadEf7Yjb_Q.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic|faiss_style_rerank,1,faiss_baseline:1|faiss_style_rerank:3|qdrant_filtered:1|qdrant_object_rerank:1|qdrant_semantic:1,0.412117,alone;flora;forest;geographical feature;ghost;green;grove;habitat;highlands;hiker;hill;jungle;land;landscape;leaves;man;moss;natural environment;nature;outdoors;person;plant;rainforest;tree;trees;vegetation;walk;wander;white;wood;woods,horse;sheep,0.190084,0.129188,0.509197,0.530921,1,low,no animal
q026__wL8Yx2tOmYI,Q026,dark forest with animal,mixed_text,wL8Yx2tOmYI,data\unsplash-lite\images\wL8Yx2tOmYI.jpg,faiss_style_rerank,1,faiss_style_rerank:1,0.413241,backgrounds;flare;fog;forest;grove;jungle;land;light;mist;nature;outdoors;plant;silhouette;sunlight;tree;vegetation;wallpapers;weather;woodland,,0.212215,0.214929,0.449764,0.463805,1,low,no animal
q026__odfhHtD3igY,Q026,dark forest with animal,mixed_text,odfhHtD3igY,data\unsplash-lite\images\odfhHtD3igY.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:2|qdrant_filtered:2|qdrant_object_rerank:2|qdrant_semantic:2,0.312899,alley;alleyway;architecture;asphalt;birch;bright spot;building;bunker;city;clear skies;conifer;corridor;countryside;crypt;dirt road;driveway;dungeon;flare;flashlight;forest;gravel;guide;housing;human;land;light;light at the end of the tunnel;lonely;long exposure;nature;night;night life;outdoors;path;pavement;person;plant;road;rural;scenery;shelter;sidewalk;single;snow;spire;steeple;street;sunlight;tarmac;tower;town;tree;tree trunk;trees;tunnel;urban;vegetation;walkway;weather;winter;woodland,person,0.050228,0.054641,0.542746,0.476493,1,low,no animal
q026__xvYOajceQCI,Q026,dark forest with animal,mixed_text,xvYOajceQCI,data\unsplash-lite\images\xvYOajceQCI.jpg,faiss_style_rerank,2,faiss_style_rerank:2,0.412687,abies;alloy wheel;asphalt;bench;boardwalk;bridge;building;cabin;city;conifer;cottage;dirt road;explore;fir;fogy forest;fogy wood;folk;forest;furniture;get los in the woods;get lost;gravel;ground;house;housing;into the forest;into the woods;landscape;lumber;machine;misty forest;misty wood;moody wood;nature;outdoor;path;path forest;path wood;plant;rail;railway;road;spoke;street;tarmac;town;trail;train track;transportation;tree;urban;wheel;wood,bench,0.204742,0.250831,0.309131,0.515165,1,low,no animal
q026__UhP0GH9mcCw,Q026,dark forest with animal,mixed_text,UhP0GH9mcCw,data\unsplash-lite\images\UhP0GH9mcCw.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic|faiss_style_rerank,3,faiss_baseline:3|faiss_style_rerank:4|qdrant_filtered:3|qdrant_object_rerank:3|qdrant_semantic:3,0.410462,abies;armored;army;arrow;boat;bog;call of duty;conifer;creek;exercise;face;fir;fire;fishing;fitness;forest;forest fire;grove;hiking;human;hunting;jogging;jungle;land;marsh;military;military uniform;nature;outdoors;paintball;path;people;person;photo;photography;plant;portrait;rainforest;redwood;rock;sitting;sniper;snow;soldier;sport;sports;standing;stream;sunlight;swamp;symbol;trail;transportation;tree;vegetation;vehicle;water;wilderness;wood;woodland;working out,person,0.143870,0.163017,0.279987,0.512963,1,low,no animal
q026__2E-bjdW54xQ,Q026,dark forest with animal,mixed_text,2E-bjdW54xQ,data\unsplash-lite\images\2E-bjdW54xQ.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,4,faiss_baseline:4|qdrant_filtered:4|qdrant_object_rerank:4|qdrant_semantic:4,0.311864,animal;canine;deer;dog;elk;goat;horse;mammal;moose;mountain goat;pet;plant;stallion;tree;wildlife;wolf,sheep,0.111886,0.075359,0.287449,0.484683,2,high,
q026__Jea6w_Z72xw,Q026,dark forest with animal,mixed_text,Jea6w_Z72xw,data\unsplash-lite\images\Jea6w_Z72xw.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,5,faiss_baseline:5|faiss_style_rerank:5|qdrant_filtered:5|qdrant_object_rerank:5|qdrant_semantic:5,0.410314,abies;art;conifer;dock;fir;flare;fog;ice;land;larch;light;mist;mountain;nature;outdoors;painting;pier;pine;plant;port;redwood;scenery;snow;spruce;texture;tree;vegetation;water;waterfront;weather;winter,,0.251968,0.167276,0.299098,0.466935,1,low,no animal
q026__dU5KI3Iap2g,Q026,dark forest with animal,mixed_text,dU5KI3Iap2g,data\unsplash-lite\images\dU5KI3Iap2g.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,6,faiss_baseline:6|qdrant_filtered:6|qdrant_object_rerank:6|qdrant_semantic:6,0.310861,abstract;birch;blue;conifer;creepy;dar;dark;darkness;evening;flora;forbidden;forest;grass;grove;land;light;nature;night;night sky;outdoors;plant;scary;sky;striking;tree;trees;vegetation;wood;woodland;woods,,0.093920,0.118598,0.628582,0.437428,1,low,no animal
q026__lG5skcBScoY,Q026,dark forest with animal,mixed_text,lG5skcBScoY,data\unsplash-lite\images\lG5skcBScoY.jpg,faiss_style_rerank|faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,6,faiss_baseline:10|faiss_style_rerank:6|qdrant_filtered:10|qdrant_object_rerank:10|qdrant_semantic:10,0.410161,atmospheric phenomenon;birch;black and white;bush;cold;conifer;countryside;explore;fir;flora;fog;forest;gloomy;grove;habitat;haunted;haze;jungle;land;misty;nature;oak;outdoors;palm;path;pine;plant;rainforest;road;soil;sunlight;track;trail;tree;trees;vegetation;wilderness,,0.374517,0.308645,0.128964,0.490564,1,low,no animal
q026__iQRKBNKyRpo,Q026,dark forest with animal,mixed_text,iQRKBNKyRpo,data\unsplash-lite\images\iQRKBNKyRpo.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,7,faiss_baseline:7|qdrant_filtered:7|qdrant_object_rerank:7|qdrant_semantic:7,0.309157,animal;antelope;antler;astronomy;autumn;dark;darkness;deer;elk;epic;fall;fauna;flare;focus;forest;king;light;lonely;majestic;mammal;moody;moose;nature;plant;stag;stock photography;tree;unique;wallpaper;wildlife;woodland;woods,sheep,0.094136,0.112251,0.707022,0.477617,2,high,
q026__mtZ_nK35Kmo,Q026,dark forest with animal,mixed_text,mtZ_nK35Kmo,data\unsplash-lite\images\mtZ_nK35Kmo.jpg,faiss_style_rerank,7,faiss_style_rerank:7,0.408584,abies;animal;art;conifer;dark;deer;fir;flare;fog;forest;grove;jungle;land;light;mammal;mood;moody;mystery;nature;outdoors;outside;painting;path;plant;redwood;secret;shadow;sunlight;tree;tree trunk;treeline;trees;vegetation;weather;wildlife;woodland;woods,,0.201688,0.158978,0.410807,0.526756,1,low,no animal
q026__DfYPBHaOR04,Q026,dark forest with animal,mixed_text,DfYPBHaOR04,data\unsplash-lite\images\DfYPBHaOR04.jpg,faiss_style_rerank,8,faiss_style_rerank:8,0.408412,abies;astronomy;birch;bush;conifer;dawn;dusk;fir;fire;flame;flare;fog;forest;forest fire;ground;grove;jungle;land;light;nature;night;outdoors;plant;red sky;silhouette;sky;sunlight;sunset;tree;tree trunk;vegetation;weather;woodland,,0.253275,0.211920,0.250690,0.506376,1,low,no animal
q026__MQ_LpMSxgh8,Q026,dark forest with animal,mixed_text,MQ_LpMSxgh8,data\unsplash-lite\images\MQ_LpMSxgh8.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,8,faiss_baseline:8|qdrant_filtered:8|qdrant_object_rerank:8|qdrant_semantic:8,0.308486,abies;animal;autumn;birch;cold;conifer;cozy;dark;deep;deer;earth;elk;fall;fir;flare;forest;grass;green;ground;grove;hiking;human;jungle;land;light;mammal;man;moody;nature;outdoors;path;person;photography;pinetree;plant;redwood;silhouette;sunlight;sweden;trail;tree;tree trunk;trees;vegetation;wildlife;wood;woodland,person,0.189273,0.101109,0.126848,0.493289,1,low,no animal
q026__LycNz2hKV0Q,Q026,dark forest with animal,mixed_text,LycNz2hKV0Q,data\unsplash-lite\images\LycNz2hKV0Q.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic|faiss_style_rerank,9,faiss_baseline:9|faiss_style_rerank:10|qdrant_filtered:9|qdrant_object_rerank:9|qdrant_semantic:9,0.406819,abies;animal;art;conifer;creepy;dark;deer;elk;fir;flare;fog;forest;forrest;grove;horror;jungle;land;leszy;light;mammal;mist;mistery;monster;nature;outdoors;painting;path;photomontage;plant;poland;road;slavic;sunlight;tree;vegetation;weather;wildlife;wood;woodland,,0.234458,0.141373,0.324907,0.530890,1,low,no animal
